id,enroll_hmsc,grade_year,school_type,same_school,enjoy_school,grades,ap_enroll,behavior_problem,work_problem,behavior_good,work_good,repeat_grades,out_suspension,in_suspension,expelled,expectations,hmsc_grade_year,hmsc_who_teaches,hmsc_tutor,hmsc_coop,days_hmsc,hrs_hmsc,teach_style,Library,Homeschool Catalog,Educational Publisher,Homeschooling Organization,Church,Public School,Private School,Bookstore,Websites,Other Source,Virtual School/Curriculum,hmsc_course,internet_hmsc,Local Public School,State,Charter School,Another Public School,Private School,College,Someplace Else,school_event,volunteer,school_mtng,pta_mtng,parent_teacher,fundraiser,school_cmte,counselor,hw_time,hw_hours,child_hw,hw_check,hw_help,time_mgmt,meal_together,child_health,year_born,age,country_born,sex,ttl_income,race,region,parent_educ,family_type
20161004200,Enrolled in school,10th,Public School,1,2,1,No,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,No,No,Yes,No,No,3-4 days a week,10,Amount is about right,2,1.0,0,6,1,1999,16,1,Male,10,White,South,4,Two parents and sibling(s)
20161004223,Enrolled in school,5th,Public School,1,1,1,-1,0,0,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,No,Yes,Yes,No,Yes,5+ days a week,2,Amount is about right,4,4.0,1,7,1,2004,11,1,Female,2,Black,Midwest,3,One parent and sibling(s)
20161004227,Enrolled in school,11th,Public School,1,3,2,No,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No,No,No,No,No,No,No,Yes,1-2 days a week,3,Amount is about right,1,5.0,1,5,1,1999,16,1,Female,10,Other/Mixed,West,3,Two parents and sibling(s)
20161004255,Enrolled in school,9th,Public School,1,2,2,No,0,1,0,0,1,1,1,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,No,Yes,Yes,No,No,5+ days a week,5,Amount is about right,3,1.0,1,4,3,2000,15,1,Male,9,White,South,5,Two parents and sibling(s)
20161004261,Enrolled in school,12th,Public School,1,2,2,No,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No,No,No,No,No,No,No,Yes,Less than once a week,0,Amount is about right,3,5.0,1,5,2,1998,17,1,Male,6,Hispanic,Midwest,2,Two parents and sibling(s)
20161004266,Enrolled in school,10th,Public School,1,2,2,No,1,1,0,0,2,1,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,No,Yes,Yes,No,Yes,1-2 days a week,4,It's too much,4,2.0,1,5,3,2000,15,1,Male,6,Other/Mixed,West,4,One parent and sibling(s)
20161004273,Enrolled in school,10th,Public School,1,2,2,No,0,1,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No,No,Yes,No,Yes,Yes,No,Yes,1-2 days a week,2,Amount is about right,4,2.0,1,5,1,2000,15,1,Male,5,Hispanic,West,4,One parent and sibling(s)
20161004293,Enrolled in school,5th,Public School,1,1,1,-1,0,0,1,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5+ days a week,2,It's too little,4,1.0,0,6,1,2004,11,1,Female,10,Other/Mixed,Midwest,4,Two parents and sibling(s)
20161004326,Enrolled in school,11th,Public School,1,2,3,No,0,1,0,0,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No,No,No,No,Yes,No,No,No,3-4 days a week,5,Amount is about right,3,1.0,0,7,3,1998,17,1,Male,2,White,Midwest,3,Two parents and sibling(s)
20161004328,Enrolled in school,12th,Private School,1,1,1,Yes,0,0,3,3,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,5+ days a week,25,It's too much,2,1.0,1,2,1,1999,16,1,Female,10,White,Northeast,4,Two parents and sibling(s)
20161004354,Enrolled in school,6th,Public School,1,2,1,-1,0,1,0,3,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,No,No,Yes,No,No,5+ days a week,3,It's too much,4,3.0,1,2,3,2003,12,1,Male,9,White,Northeast,5,Two parents and sibling(s)
20161004397,Enrolled in school,5th,Private School,1,2,1,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,No,Yes,Yes,Yes,No,5+ days a week,4,Amount is about right,4,2.0,1,5,1,2004,11,1,Male,10,White,Midwest,5,Two parents and sibling(s)
20161004400,Homeschooled,-1,Homeschooled,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11th,1,2,1,3,18,Strictly use formal curriculum,1,2,2,1,2,1,2,1,1,2,2,No Course,1,2,2,2,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,4,2,1998,17,1,Female,7,White,South,2,Two parents and sibling(s)
20161004468,Enrolled in school,10th,Public School,1,2,2,Yes,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,No,No,No,No,No,Yes,5+ days a week,15,It's too much,4,2.0,1,3,2,1999,16,1,Male,8,White,West,3,Two parents and sibling(s)
20161004500,Enrolled in school,5th,Public School,1,3,3,-1,1,3,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,Yes,Yes,No,No,Yes,3-4 days a week,2,Amount is about right,4,2.0,1,6,3,2005,10,1,Male,9,Other/Mixed,South,4,Two parents and sibling(s)
20161004517,Enrolled in school,11th,Public School,1,2,2,Yes,0,0,0,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5+ days a week,15,It's too little,3,1.0,1,4,1,2000,15,1,Female,10,White,West,5,Two parents and sibling(s)
20161004527,Enrolled in school,11th,Public School,1,1,1,Yes,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,Yes,Yes,Yes,No,No,5+ days a week,12,Amount is about right,3,1.0,1,2,3,1998,17,1,Male,9,Hispanic,West,4,"One parent, no sibling"
20161004528,Enrolled in school,8th,Public School,1,1,2,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,Yes,Yes,No,No,Yes,1-2 days a week,2,Amount is about right,2,2.0,1,7,2,2002,13,3,Female,4,Hispanic,South,3,Two parents and sibling(s)
20161004588,Enrolled in school,5th,Public School,1,2,5,-1,0,0,3,2,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No,No,Yes,No,Yes,Yes,No,No,5+ days a week,9,It's too much,4,4.0,1,5,2,2005,10,3,Male,8,Asian,West,2,Two parents and sibling(s)
20161004608,Enrolled in school,5th,Public School,1,2,2,-1,0,0,1,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,Yes,Yes,Yes,No,No,3-4 days a week,2,It's too much,4,1.0,0,1,2,2005,10,1,Female,10,White,West,4,Two parents and sibling(s)
20161004619,Enrolled in school,8th,Public School,1,4,3,-1,2,12,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,No,Yes,Yes,No,Yes,5+ days a week,20,It's too much,4,4.0,1,4,2,2001,14,1,Male,5,White,South,4,"Two parents, no sibling"
20161004628,Enrolled in school,5th,Public School,1,1,1,-1,0,1,10,10,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,No,Yes,No,No,No,1-2 days a week,1,Amount is about right,4,2.0,1,7,1,2004,11,1,Male,2,White,West,4,"One parent, no sibling"
20161004642,Enrolled in school,2nd,Public School,1,1,1,-1,0,2,5,3,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3-4 days a week,2,Amount is about right,4,2.0,1,4,1,2007,8,1,Female,10,White,West,5,Two parents and sibling(s)
20161004699,Enrolled in school,5th,Private School,1,1,1,-1,1,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3-4 days a week,7,It's too much,4,2.0,1,7,1,2004,11,3,Male,10,Asian,West,5,"Two parents, no sibling"
20161004702,Enrolled in school,2nd,Public School,1,3,1,-1,6,0,0,3,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,No,Yes,Yes,No,No,5+ days a week,5,It's too much,4,2.0,1,5,2,2008,7,1,Male,8,Hispanic,South,4,"One parent, no sibling"
20161004725,Homeschooled,-1,Homeschooled,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11th,3,2,2,5,30,Mostly use informal learning,1,1,2,1,2,1,2,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,7,2,1999,16,1,Male,1,White,Midwest,2,Other
20161004804,Enrolled in school,8th,Public School,1,1,1,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,No,No,Yes,No,No,3-4 days a week,10,It's too much,4,1.0,1,7,2,2002,13,1,Female,7,White,South,3,"Two parents, no sibling"
20161004805,Enrolled in school,Kindergarten,Public School,1,1,5,-1,0,0,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,Yes,Yes,No,No,No,3-4 days a week,3,Amount is about right,4,3.0,1,4,1,2010,5,1,Male,5,White,South,3,Two parents and sibling(s)
20161004819,Enrolled in school,9th,Public School,1,3,4,No,10,10,0,0,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No,No,Yes,Yes,No,No,No,Yes,1-2 days a week,2,It's too much,4,2.0,0,1,1,2000,15,3,Male,2,White,Northeast,2,Two parents and sibling(s)
20161004885,Enrolled in school,Kindergarten,Public School,2,2,3,-1,0,2,0,1,1,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No,No,No,No,Yes,No,No,Yes,3-4 days a week,2,It's too much,4,3.0,1,7,1,2005,10,1,Female,1,White,South,1,One parent and sibling(s)
20161004896,Enrolled in school,6th,Private School,1,1,1,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,No,Yes,Yes,No,Yes,5+ days a week,5,Amount is about right,3,1.0,1,7,1,2003,12,1,Male,4,White,Midwest,2,Two parents and sibling(s)
20161004903,Enrolled in school,1st,Public School,1,2,5,-1,0,1,1,1,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3-4 days a week,1,Amount is about right,4,3.0,1,5,1,2009,6,1,Female,10,White,South,4,Two parents and sibling(s)
20161004906,Enrolled in school,5th,Public School,1,2,1,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,No,Yes,Yes,Yes,No,No,3-4 days a week,6,It's too much,4,3.0,1,7,2,2005,10,1,Female,6,White,South,3,"Two parents, no sibling"
20161004920,Enrolled in school,3rd,Public School,1,1,2,-1,0,0,2,3,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3-4 days a week,4,It's too much,4,2.0,1,6,1,2007,8,1,Female,8,Other/Mixed,Midwest,3,Two parents and sibling(s)
20161004927,Enrolled in school,2nd,Public School,1,1,1,-1,0,0,1,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3-4 days a week,5,It's too little,4,3.0,1,7,1,2008,7,1,Male,4,Asian,West,3,Two parents and sibling(s)
20161004928,Enrolled in school,5th,Public School,1,1,5,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,No,Yes,Yes,No,No,5+ days a week,7,It's too much,3,2.0,1,7,1,2004,11,1,Female,9,White,West,3,Other
20161004961,Enrolled in school,5th,Public School,1,1,2,-1,0,2,4,4,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,No,Yes,Yes,No,No,3-4 days a week,5,Amount is about right,4,4.0,0,7,1,2005,10,1,Male,6,White,South,3,Two parents and sibling(s)
20161004962,Enrolled in school,6th,Public School,1,2,3,-1,3,3,0,0,2,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No,Yes,Yes,Yes,Yes,No,No,Yes,Never,-1,-1,-1,,1,7,4,2003,12,1,Female,1,Black,South,3,Other
20161004972,Enrolled in school,2nd,Public School,1,1,1,-1,0,0,3,3,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,Yes,Yes,Yes,No,No,3-4 days a week,5,Amount is about right,4,3.0,0,5,1,2007,8,1,Female,6,Other/Mixed,South,3,Two parents and sibling(s)
20161004993,Enrolled in school,4th,Public School,1,2,5,-1,0,2,2,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,Yes,Yes,No,No,No,3-4 days a week,2,Amount is about right,4,3.0,1,4,2,2006,9,1,Female,2,Hispanic,West,1,Two parents and sibling(s)
20161005004,Enrolled in school,12th,Public School,1,2,2,No,0,0,0,0,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No,No,Yes,No,Yes,No,No,Yes,3-4 days a week,5,It's too much,3,2.0,1,4,1,1998,17,1,Male,4,White,Northeast,4,One parent and sibling(s)
20161005012,Enrolled in school,5th,Public School,1,2,4,-1,0,2,2,0,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No,No,No,No,No,Yes,No,No,Never,-1,-1,-1,,0,3,1,2005,10,1,Female,4,White,Midwest,2,"One parent, no sibling"
20161005014,Enrolled in school,3rd,Public School,1,2,1,-1,0,0,3,4,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,3-4 days a week,2,Amount is about right,4,2.0,1,4,4,2006,9,1,Female,8,Hispanic,South,5,One parent and sibling(s)
20161005026,Enrolled in school,11th,Public School,1,1,2,Yes,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No,No,Yes,No,No,Yes,No,No,3-4 days a week,6,Amount is about right,4,5.0,1,3,1,1999,16,1,Male,9,Asian,Northeast,5,"Two parents, no sibling"
20161005028,Enrolled in school,Kindergarten,Public School,1,1,1,-1,0,0,0,0,2,2,2,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No,No,Yes,Yes,Yes,Yes,No,Yes,5+ days a week,14,Amount is about right,4,2.0,1,3,1,2005,10,1,Male,4,Black,South,4,Two parents and sibling(s)
20161005054,Enrolled in school,12th,Public School,1,2,1,Yes,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5+ days a week,15,It's too much,2,2.0,1,6,1,1997,18,1,Female,10,White,South,5,"Two parents, no sibling"
20161005060,Enrolled in school,6th,Public School,1,3,3,-1,1,4,1,4,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,No,Yes,No,No,No,3-4 days a week,6,It's too much,3,3.0,0,2,2,2004,11,1,Male,5,White,South,3,"Two parents, no sibling"
20161005075,Enrolled in school,10th,Public School,1,2,2,No,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,No,No,No,No,No,3-4 days a week,6,It's too much,3,1.0,1,5,4,2000,15,1,Female,7,Other/Mixed,Northeast,2,One parent and sibling(s)
20161005107,Enrolled in school,7th,Public School,1,1,1,-1,0,0,1,2,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,No,No,Yes,No,No,3-4 days a week,2,Amount is about right,4,1.0,1,0,1,2003,12,1,Female,3,White,West,3,One parent and sibling(s)
20161005122,Enrolled in school,1st,Private School,1,1,1,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5+ days a week,12,It's too much,4,4.0,1,7,1,2009,6,1,Male,10,White,Midwest,5,Two parents and sibling(s)
20161005137,Enrolled in school,4th,Public School,1,2,1,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,No,No,Yes,Yes,No,No,1-2 days a week,1,Amount is about right,4,2.0,0,7,1,2006,9,1,Female,3,White,West,3,Two parents and sibling(s)
20161005147,Enrolled in school,3rd,Public School,1,1,1,-1,1,1,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1-2 days a week,10,Amount is about right,4,2.0,1,1,2,2007,8,1,Female,10,White,Northeast,3,Two parents and sibling(s)
20161005151,Enrolled in school,12th,Public School,1,1,1,Yes,0,0,2,2,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,No,Yes,No,No,No,5+ days a week,15,It's too much,1,5.0,1,5,1,1998,17,1,Male,10,White,West,4,Two parents and sibling(s)
20161005156,Enrolled in school,6th,Public School,1,2,1,-1,0,1,5,2,2,1,1,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5+ days a week,10,It's too much,4,2.0,0,3,1,2003,12,1,Male,10,White,West,4,Two parents and sibling(s)
20161005166,Enrolled in school,11th,Public School,1,1,2,No,0,0,0,0,1,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,No,Yes,Yes,No,Yes,1-2 days a week,2,Amount is about right,4,1.0,1,7,2,1998,17,1,Male,3,Black,Midwest,2,"One parent, no sibling"
20161005194,Enrolled in school,12th,Public School,1,1,2,No,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,Yes,No,Yes,No,Yes,3-4 days a week,7,It's too much,4,5.0,1,5,1,1998,17,1,Male,1,Hispanic,South,1,Two parents and sibling(s)
20161005240,Enrolled in school,4th,Public School,1,1,2,-1,0,0,3,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,3-4 days a week,5,It's too much,4,3.0,1,7,1,2005,10,3,Male,2,Hispanic,South,4,Two parents and sibling(s)
20161005279,Enrolled in school,6th,Public School,1,1,1,-1,0,0,0,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,Yes,Yes,No,No,No,5+ days a week,3,Amount is about right,4,4.0,1,7,1,2004,11,1,Male,4,Hispanic,West,4,"Two parents, no sibling"
20161005297,Enrolled in school,8th,Public School,1,2,1,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,No,Yes,Yes,No,No,3-4 days a week,3,Amount is about right,3,2.0,1,6,1,2002,13,1,Female,8,White,West,5,Other
20161005311,Enrolled in school,8th,Public School,1,2,2,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No,No,Yes,No,Yes,No,No,No,5+ days a week,4,It's too much,4,2.0,1,2,2,2001,14,1,Male,7,White,Midwest,4,Two parents and sibling(s)
20161005351,Enrolled in school,1st,Public School,1,2,1,-1,0,0,2,2,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,No,Yes,No,No,No,3-4 days a week,2,Amount is about right,4,3.0,0,7,2,2008,7,1,Male,9,White,Midwest,3,Two parents and sibling(s)
20161005371,Enrolled in school,10th,Public School,1,2,1,No,0,3,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No,No,No,No,No,No,No,No,3-4 days a week,5,It's too much,3,5.0,1,4,2,2000,15,1,Female,1,Hispanic,South,1,One parent and sibling(s)
20161005376,Enrolled in school,6th,Public School,1,2,1,-1,3,2,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,No,Yes,No,No,No,5+ days a week,6,Amount is about right,4,1.0,1,7,1,2003,12,1,Male,3,White,Midwest,3,"One parent, no sibling"
20161005384,Enrolled in school,6th,Public School,1,3,3,-1,5,5,5,5,2,1,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,Yes,No,Yes,Yes,No,Yes,3-4 days a week,6,It's too much,4,3.0,0,7,2,2004,11,1,Male,4,White,South,3,"One parent, no sibling"
