country_code,country,indicator_code,indicator,year,data_value
ISL,Iceland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,97.0
ISL,Iceland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,97.4
ISL,Iceland,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,92.4
ISL,Iceland,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,70.4
ISL,Iceland,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,96.2
ISL,Iceland,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,51.1
ISL,Iceland,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,38.9
ISL,Iceland,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,78.5
ISL,Iceland,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,17.1
ISL,Iceland,CWB35A,Reading performance at age 15 (PISA),2015,481.5
ISL,Iceland,CWB35B,Mathematics performance at age 15 (PISA),2015,488.0
ISL,Iceland,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,62.8
ISL,Iceland,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,74.0
ISL,Iceland,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,46.7
ISL,Iceland,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,9.5
ISL,Iceland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,26.0
ISL,Iceland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,26.0
ISL,Iceland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,26.0
ISL,Iceland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,26.0
ISL,Iceland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,26.0
ISL,Iceland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,13.0
ISL,Iceland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,13.0
ISL,Iceland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,13.0
ISL,Iceland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,13.0
ISL,Iceland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,13.0
IRL,Ireland,CWB1A,Children (0-17) living with two parents (%),2014,81.4
IRL,Ireland,CWB1A,Children (0-17) living with two parents (%),2015,82.1
IRL,Ireland,CWB1A,Children (0-17) living with two parents (%),2016,80.7
IRL,Ireland,CWB1A,Children (0-17) living with two parents (%),2017,78.1
IRL,Ireland,CWB1B,Children (0-17) living with a single parent (%),2014,18.5
IRL,Ireland,CWB1B,Children (0-17) living with a single parent (%),2015,17.8
IRL,Ireland,CWB1B,Children (0-17) living with a single parent (%),2016,19.1
IRL,Ireland,CWB1B,Children (0-17) living with a single parent (%),2017,21.2
IRL,Ireland,CWB1C,Children (0-17) living in 'other' types of household (%),2014,0.1
IRL,Ireland,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.1
IRL,Ireland,CWB1C,Children (0-17) living in 'other' types of household (%),2016,0.2
IRL,Ireland,CWB1C,Children (0-17) living in 'other' types of household (%),2017,0.7
IRL,Ireland,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,50.7
IRL,Ireland,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,52.7
IRL,Ireland,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,54.8
IRL,Ireland,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,57.7
IRL,Ireland,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2018,59.8
IRL,Ireland,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,16.0
IRL,Ireland,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,14.4
IRL,Ireland,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,13.4
IRL,Ireland,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,11.9
IRL,Ireland,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2018,11.5
IRL,Ireland,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,26068.5
IRL,Ireland,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,26683.8
IRL,Ireland,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,28022.8
IRL,Ireland,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,97.8
IRL,Ireland,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,80.9
IRL,Ireland,CWB9,Children (0-17) in overcrowded households (%),2014,4.1
IRL,Ireland,CWB9,Children (0-17) in overcrowded households (%),2015,4.6
IRL,Ireland,CWB9,Children (0-17) in overcrowded households (%),2016,4.5
IRL,Ireland,CWB9,Children (0-17) in overcrowded households (%),2017,4.1
IRL,Ireland,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,17.5
IRL,Ireland,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,5.0
IRL,Ireland,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,56.9
IRL,Ireland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,82.9
IRL,Ireland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,78.7
IRL,Ireland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,83.8
IRL,Ireland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,98.4
IRL,Ireland,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,94.9
IRL,Ireland,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,79.9
IRL,Ireland,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,92.7
IRL,Ireland,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,63.2
IRL,Ireland,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,46.3
IRL,Ireland,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,73.3
IRL,Ireland,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,16.7
IRL,Ireland,CWB35A,Reading performance at age 15 (PISA),2015,520.8
IRL,Ireland,CWB35B,Mathematics performance at age 15 (PISA),2015,503.7
IRL,Ireland,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,61.1
IRL,Ireland,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,74.8
IRL,Ireland,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,32.4
IRL,Ireland,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,11.9
IRL,Ireland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,26.0
IRL,Ireland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,26.0
IRL,Ireland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,26.0
IRL,Ireland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,26.0
IRL,Ireland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,26.0
IRL,Ireland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,0.0
IRL,Ireland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,0.0
IRL,Ireland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,0.0
IRL,Ireland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,2.0
IRL,Ireland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,2.0
ITA,Italy,CWB1A,Children (0-17) living with two parents (%),2014,86.6
ITA,Italy,CWB1A,Children (0-17) living with two parents (%),2015,87.4
ITA,Italy,CWB1A,Children (0-17) living with two parents (%),2016,87.1
ITA,Italy,CWB1A,Children (0-17) living with two parents (%),2017,85.4
ITA,Italy,CWB1A,Children (0-17) living with two parents (%),2018,85.1
ITA,Italy,CWB1B,Children (0-17) living with a single parent (%),2014,12.8
ITA,Italy,CWB1B,Children (0-17) living with a single parent (%),2015,12.4
ITA,Italy,CWB1B,Children (0-17) living with a single parent (%),2016,12.8
ITA,Italy,CWB1B,Children (0-17) living with a single parent (%),2017,14.5
ITA,Italy,CWB1B,Children (0-17) living with a single parent (%),2018,14.7
ITA,Italy,CWB1C,Children (0-17) living in 'other' types of household (%),2014,0.6
ITA,Italy,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.2
ITA,Italy,CWB1C,Children (0-17) living in 'other' types of household (%),2016,0.1
ITA,Italy,CWB1C,Children (0-17) living in 'other' types of household (%),2017,0.1
ITA,Italy,CWB1C,Children (0-17) living in 'other' types of household (%),2018,0.1
ITA,Italy,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,46.5
ITA,Italy,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,47.0
ITA,Italy,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,47.5
ITA,Italy,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,48.5
ITA,Italy,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2018,49.0
ITA,Italy,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,10.5
ITA,Italy,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,10.5
ITA,Italy,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,10.1
ITA,Italy,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,9.2
ITA,Italy,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2018,8.9
ITA,Italy,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,21023.1
ITA,Italy,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,21541.3
ITA,Italy,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,22079.9
ITA,Italy,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,96.9
ITA,Italy,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,77.1
ITA,Italy,CWB9,Children (0-17) in overcrowded households (%),2014,39.7
ITA,Italy,CWB9,Children (0-17) in overcrowded households (%),2015,40.8
ITA,Italy,CWB9,Children (0-17) in overcrowded households (%),2016,41.0
ITA,Italy,CWB9,Children (0-17) in overcrowded households (%),2017,41.3
ITA,Italy,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,38.0
ITA,Italy,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,95.1
ITA,Italy,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,94.9
ITA,Italy,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,94.9
ITA,Italy,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,93.9
ITA,Italy,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,89.9
ITA,Italy,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,87.1
ITA,Italy,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,88.0
ITA,Italy,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,70.2
ITA,Italy,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,38.3
ITA,Italy,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,67.3
ITA,Italy,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,11.1
ITA,Italy,CWB35A,Reading performance at age 15 (PISA),2015,484.8
ITA,Italy,CWB35B,Mathematics performance at age 15 (PISA),2015,489.7
ITA,Italy,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,63.2
ITA,Italy,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,72.8
ITA,Italy,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,24.2
ITA,Italy,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,14.7
ITA,Italy,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,47.7
ITA,Italy,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,47.7
ITA,Italy,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,47.7
ITA,Italy,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,47.7
ITA,Italy,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,47.7
ITA,Italy,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,0.2
ITA,Italy,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,0.2
ITA,Italy,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,0.4
ITA,Italy,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,0.4
ITA,Italy,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,0.8
JPN,Japan,CWB1A,Children (0-17) living with two parents (%),2015,87.6
JPN,Japan,CWB1B,Children (0-17) living with a single parent (%),2015,12.2
JPN,Japan,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.6
JPN,Japan,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,24725.0
JPN,Japan,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,95.5
JPN,Japan,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,8.5
JPN,Japan,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,18.0
JPN,Japan,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,46.8
JPN,Japan,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,91.0
JPN,Japan,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,91.0
JPN,Japan,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,91.8
JPN,Japan,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,91.4
JPN,Japan,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,82.0
JPN,Japan,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,82.3
JPN,Japan,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,64.8
JPN,Japan,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,62.1
JPN,Japan,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,58.7
JPN,Japan,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,81.9
JPN,Japan,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,11.9
JPN,Japan,CWB35A,Reading performance at age 15 (PISA),2015,516.0
JPN,Japan,CWB35B,Mathematics performance at age 15 (PISA),2015,532.4
JPN,Japan,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,37.0
JPN,Japan,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,47.9
JPN,Japan,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,23.8
JPN,Japan,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,16.1
JPN,Japan,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,58.0
JPN,Japan,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,58.0
JPN,Japan,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,58.0
JPN,Japan,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,58.0
JPN,Japan,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,58.0
JPN,Japan,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,52.0
JPN,Japan,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,52.0
JPN,Japan,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,52.0
JPN,Japan,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,52.0
JPN,Japan,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,52.0
KOR,Korea,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,28551.4
KOR,Korea,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,29865.9
KOR,Korea,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2017,30905.8
KOR,Korea,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,90.3
KOR,Korea,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,53.7
KOR,Korea,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,26.1
KOR,Korea,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,13.8
KOR,Korea,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,36.0
KOR,Korea,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,92.5
KOR,Korea,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,91.9
KOR,Korea,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,93.4
KOR,Korea,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,94.6
KOR,Korea,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,94.4
KOR,Korea,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,82.2
KOR,Korea,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,86.7
KOR,Korea,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,55.3
KOR,Korea,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,75.3
KOR,Korea,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,79.5
KOR,Korea,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,8.7
KOR,Korea,CWB35A,Reading performance at age 15 (PISA),2015,517.4
KOR,Korea,CWB35B,Mathematics performance at age 15 (PISA),2015,524.1
KOR,Korea,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,21.7
KOR,Korea,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,43.6
KOR,Korea,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,18.6
KOR,Korea,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,21.6
KOR,Korea,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,64.9
KOR,Korea,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,64.9
KOR,Korea,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,64.9
KOR,Korea,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,64.9
KOR,Korea,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,64.9
KOR,Korea,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,52.6
KOR,Korea,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,52.6
KOR,Korea,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,52.6
KOR,Korea,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,52.6
KOR,Korea,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,52.6
LUX,Luxembourg,CWB1A,Children (0-17) living with two parents (%),2014,84.4
LUX,Luxembourg,CWB1A,Children (0-17) living with two parents (%),2015,83.5
LUX,Luxembourg,CWB1A,Children (0-17) living with two parents (%),2016,84.0
LUX,Luxembourg,CWB1A,Children (0-17) living with two parents (%),2017,85.0
LUX,Luxembourg,CWB1B,Children (0-17) living with a single parent (%),2014,15.6
LUX,Luxembourg,CWB1B,Children (0-17) living with a single parent (%),2015,16.4
LUX,Luxembourg,CWB1B,Children (0-17) living with a single parent (%),2016,14.7
LUX,Luxembourg,CWB1B,Children (0-17) living with a single parent (%),2017,14.1
LUX,Luxembourg,CWB1C,Children (0-17) living in 'other' types of household (%),2014,0.0
LUX,Luxembourg,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.1
LUX,Luxembourg,CWB1C,Children (0-17) living in 'other' types of household (%),2016,1.3
LUX,Luxembourg,CWB1C,Children (0-17) living in 'other' types of household (%),2017,1.0
LUX,Luxembourg,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,66.6
LUX,Luxembourg,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,54.9
LUX,Luxembourg,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,64.7
LUX,Luxembourg,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,66.3
LUX,Luxembourg,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2018,62.8
LUX,Luxembourg,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,3.8
LUX,Luxembourg,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,2.8
LUX,Luxembourg,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,6.6
LUX,Luxembourg,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,6.7
LUX,Luxembourg,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2018,7.6
LUX,Luxembourg,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,41106.8
LUX,Luxembourg,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,44004.4
LUX,Luxembourg,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,94.1
LUX,Luxembourg,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,80.8
LUX,Luxembourg,CWB9,Children (0-17) in overcrowded households (%),2014,10.4
LUX,Luxembourg,CWB9,Children (0-17) in overcrowded households (%),2015,9.1
LUX,Luxembourg,CWB9,Children (0-17) in overcrowded households (%),2016,12.3
LUX,Luxembourg,CWB9,Children (0-17) in overcrowded households (%),2017,10.8
LUX,Luxembourg,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,27.4
LUX,Luxembourg,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,7.1
LUX,Luxembourg,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,51.1
LUX,Luxembourg,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,88.3
LUX,Luxembourg,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,86.3
LUX,Luxembourg,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,85.3
LUX,Luxembourg,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,87.5
LUX,Luxembourg,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,91.0
LUX,Luxembourg,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,87.2
LUX,Luxembourg,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,82.6
LUX,Luxembourg,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,47.9
LUX,Luxembourg,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,41.4
LUX,Luxembourg,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,66.0
LUX,Luxembourg,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,16.8
LUX,Luxembourg,CWB35A,Reading performance at age 15 (PISA),2015,481.4
LUX,Luxembourg,CWB35B,Mathematics performance at age 15 (PISA),2015,485.8
LUX,Luxembourg,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,62.3
LUX,Luxembourg,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,73.6
LUX,Luxembourg,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,36.1
LUX,Luxembourg,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,11.1
LUX,Luxembourg,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,42.0
LUX,Luxembourg,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,42.0
LUX,Luxembourg,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,42.0
LUX,Luxembourg,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,33.3
LUX,Luxembourg,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,37.3
LUX,Luxembourg,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,26.4
LUX,Luxembourg,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,26.4
LUX,Luxembourg,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,26.4
LUX,Luxembourg,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,26.4
LUX,Luxembourg,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,19.3
MEX,Mexico,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,6258.9
MEX,Mexico,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,6977.4
MEX,Mexico,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,89.9
MEX,Mexico,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,43.4
MEX,Mexico,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,25.5
MEX,Mexico,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,6.2
MEX,Mexico,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,47.8
MEX,Mexico,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,81.7
MEX,Mexico,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,82.3
MEX,Mexico,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,82.6
MEX,Mexico,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,83.8
MEX,Mexico,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,88.7
MEX,Mexico,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,89.7
MEX,Mexico,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,96.4
MEX,Mexico,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,60.1
MEX,Mexico,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,58.4
MEX,Mexico,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,76.1
MEX,Mexico,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,24.8
MEX,Mexico,CWB35A,Reading performance at age 15 (PISA),2015,423.3
MEX,Mexico,CWB35B,Mathematics performance at age 15 (PISA),2015,408.0
MEX,Mexico,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,45.1
MEX,Mexico,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,54.2
MEX,Mexico,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,58.5
MEX,Mexico,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,6.4
MEX,Mexico,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,12.0
