country_code,country,indicator_code,indicator,year,data_value,in_oecd
ISL,Iceland,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,38.9,oecd
ISL,Iceland,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,78.5,oecd
ISL,Iceland,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,17.1,oecd
ISL,Iceland,CWB35A,Reading performance at age 15 (PISA),2015,481.5,oecd
ISL,Iceland,CWB35B,Mathematics performance at age 15 (PISA),2015,488.0,oecd
ISL,Iceland,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,62.8,oecd
ISL,Iceland,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,46.7,oecd
ISL,Iceland,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,9.5,oecd
ISL,Iceland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,26.0,oecd
ISL,Iceland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,13.0,oecd
IRL,Ireland,CWB1A,Children (0-17) living with two parents (%),2015,82.1,oecd
IRL,Ireland,CWB1B,Children (0-17) living with a single parent (%),2015,17.8,oecd
IRL,Ireland,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.1,oecd
IRL,Ireland,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,52.7,oecd
IRL,Ireland,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,14.4,oecd
IRL,Ireland,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,26683.8,oecd
IRL,Ireland,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,97.8,oecd
IRL,Ireland,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,80.9,oecd
IRL,Ireland,CWB9,Children (0-17) in overcrowded households (%),2015,4.6,oecd
IRL,Ireland,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,17.5,oecd
IRL,Ireland,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,5.0,oecd
IRL,Ireland,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,56.9,oecd
IRL,Ireland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,78.7,oecd
IRL,Ireland,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,94.9,oecd
IRL,Ireland,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,79.9,oecd
IRL,Ireland,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,92.7,oecd
IRL,Ireland,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,63.2,oecd
IRL,Ireland,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,46.3,oecd
IRL,Ireland,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,73.3,oecd
IRL,Ireland,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,16.7,oecd
IRL,Ireland,CWB35A,Reading performance at age 15 (PISA),2015,520.8,oecd
IRL,Ireland,CWB35B,Mathematics performance at age 15 (PISA),2015,503.7,oecd
IRL,Ireland,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,61.1,oecd
IRL,Ireland,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,32.4,oecd
IRL,Ireland,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,11.9,oecd
IRL,Ireland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,26.0,oecd
IRL,Ireland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,0.0,oecd
ITA,Italy,CWB1A,Children (0-17) living with two parents (%),2015,87.4,oecd
ITA,Italy,CWB1B,Children (0-17) living with a single parent (%),2015,12.4,oecd
ITA,Italy,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.2,oecd
ITA,Italy,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,47.0,oecd
ITA,Italy,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,10.5,oecd
ITA,Italy,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,21541.3,oecd
ITA,Italy,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,96.9,oecd
ITA,Italy,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,77.1,oecd
ITA,Italy,CWB9,Children (0-17) in overcrowded households (%),2015,40.8,oecd
ITA,Italy,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,38.0,oecd
ITA,Italy,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,94.9,oecd
ITA,Italy,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,89.9,oecd
ITA,Italy,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,87.1,oecd
ITA,Italy,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,88.0,oecd
ITA,Italy,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,70.2,oecd
ITA,Italy,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,38.3,oecd
ITA,Italy,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,67.3,oecd
ITA,Italy,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,11.1,oecd
ITA,Italy,CWB35A,Reading performance at age 15 (PISA),2015,484.8,oecd
ITA,Italy,CWB35B,Mathematics performance at age 15 (PISA),2015,489.7,oecd
ITA,Italy,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,63.2,oecd
ITA,Italy,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,24.2,oecd
ITA,Italy,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,14.7,oecd
ITA,Italy,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,47.7,oecd
ITA,Italy,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,0.2,oecd
JPN,Japan,CWB1A,Children (0-17) living with two parents (%),2015,87.6,oecd
JPN,Japan,CWB1B,Children (0-17) living with a single parent (%),2015,12.2,oecd
JPN,Japan,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.6,oecd
JPN,Japan,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,24725.0,oecd
JPN,Japan,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,95.5,oecd
JPN,Japan,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,8.5,oecd
JPN,Japan,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,18.0,oecd
JPN,Japan,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,46.8,oecd
JPN,Japan,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,91.0,oecd
JPN,Japan,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,82.0,oecd
JPN,Japan,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,82.3,oecd
JPN,Japan,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,64.8,oecd
JPN,Japan,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,62.1,oecd
JPN,Japan,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,58.7,oecd
JPN,Japan,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,81.9,oecd
JPN,Japan,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,11.9,oecd
JPN,Japan,CWB35A,Reading performance at age 15 (PISA),2015,516.0,oecd
JPN,Japan,CWB35B,Mathematics performance at age 15 (PISA),2015,532.4,oecd
JPN,Japan,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,37.0,oecd
JPN,Japan,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,23.8,oecd
JPN,Japan,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,16.1,oecd
JPN,Japan,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,58.0,oecd
JPN,Japan,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,52.0,oecd
KOR,Korea,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,28551.4,oecd
KOR,Korea,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,90.3,oecd
KOR,Korea,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,53.7,oecd
KOR,Korea,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,26.1,oecd
KOR,Korea,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,13.8,oecd
KOR,Korea,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,36.0,oecd
KOR,Korea,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,91.9,oecd
KOR,Korea,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,94.4,oecd
KOR,Korea,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,82.2,oecd
KOR,Korea,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,86.7,oecd
KOR,Korea,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,55.3,oecd
KOR,Korea,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,75.3,oecd
KOR,Korea,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,79.5,oecd
KOR,Korea,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,8.7,oecd
KOR,Korea,CWB35A,Reading performance at age 15 (PISA),2015,517.4,oecd
KOR,Korea,CWB35B,Mathematics performance at age 15 (PISA),2015,524.1,oecd
KOR,Korea,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,21.7,oecd
KOR,Korea,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,18.6,oecd
KOR,Korea,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,21.6,oecd
KOR,Korea,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,64.9,oecd
KOR,Korea,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,52.6,oecd
LUX,Luxembourg,CWB1A,Children (0-17) living with two parents (%),2015,83.5,oecd
LUX,Luxembourg,CWB1B,Children (0-17) living with a single parent (%),2015,16.4,oecd
LUX,Luxembourg,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.1,oecd
LUX,Luxembourg,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,54.9,oecd
LUX,Luxembourg,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,2.8,oecd
LUX,Luxembourg,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,41106.8,oecd
LUX,Luxembourg,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,94.1,oecd
LUX,Luxembourg,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,80.8,oecd
LUX,Luxembourg,CWB9,Children (0-17) in overcrowded households (%),2015,9.1,oecd
LUX,Luxembourg,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,27.4,oecd
LUX,Luxembourg,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,7.1,oecd
LUX,Luxembourg,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,51.1,oecd
LUX,Luxembourg,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,86.3,oecd
LUX,Luxembourg,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,91.0,oecd
LUX,Luxembourg,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,87.2,oecd
LUX,Luxembourg,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,82.6,oecd
LUX,Luxembourg,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,47.9,oecd
LUX,Luxembourg,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,41.4,oecd
LUX,Luxembourg,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,66.0,oecd
LUX,Luxembourg,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,16.8,oecd
LUX,Luxembourg,CWB35A,Reading performance at age 15 (PISA),2015,481.4,oecd
LUX,Luxembourg,CWB35B,Mathematics performance at age 15 (PISA),2015,485.8,oecd
LUX,Luxembourg,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,62.3,oecd
LUX,Luxembourg,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,36.1,oecd
LUX,Luxembourg,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,11.1,oecd
LUX,Luxembourg,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,42.0,oecd
LUX,Luxembourg,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,26.4,oecd
MEX,Mexico,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,89.9,oecd
MEX,Mexico,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,43.4,oecd
MEX,Mexico,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,25.5,oecd
MEX,Mexico,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,6.2,oecd
MEX,Mexico,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,47.8,oecd
MEX,Mexico,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,82.3,oecd
MEX,Mexico,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,88.7,oecd
MEX,Mexico,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,89.7,oecd
MEX,Mexico,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,96.4,oecd
MEX,Mexico,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,60.1,oecd
MEX,Mexico,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,58.4,oecd
MEX,Mexico,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,76.1,oecd
MEX,Mexico,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,24.8,oecd
MEX,Mexico,CWB35A,Reading performance at age 15 (PISA),2015,423.3,oecd
MEX,Mexico,CWB35B,Mathematics performance at age 15 (PISA),2015,408.0,oecd
MEX,Mexico,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,45.1,oecd
MEX,Mexico,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,58.5,oecd
MEX,Mexico,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,6.4,oecd
MEX,Mexico,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,12.0,oecd
MEX,Mexico,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,1.0,oecd
NLD,Netherlands,CWB1A,Children (0-17) living with two parents (%),2015,86.4,oecd
NLD,Netherlands,CWB1B,Children (0-17) living with a single parent (%),2015,12.7,oecd
NLD,Netherlands,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.8,oecd
NLD,Netherlands,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,71.3,oecd
NLD,Netherlands,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,7.7,oecd
NLD,Netherlands,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,31291.3,oecd
NLD,Netherlands,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,97.8,oecd
NLD,Netherlands,CWB9,Children (0-17) in overcrowded households (%),2015,3.8,oecd
NLD,Netherlands,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,11.5,oecd
NLD,Netherlands,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,3.1,oecd
NLD,Netherlands,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,53.3,oecd
NLD,Netherlands,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,92.8,oecd
NLD,Netherlands,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,95.0,oecd
NLD,Netherlands,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,86.4,oecd
NLD,Netherlands,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,92.0,oecd
NLD,Netherlands,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,39.0,oecd
NLD,Netherlands,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,17.4,oecd
NLD,Netherlands,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,80.9,oecd
NLD,Netherlands,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,9.0,oecd
NLD,Netherlands,CWB35A,Reading performance at age 15 (PISA),2015,503.0,oecd
NLD,Netherlands,CWB35B,Mathematics performance at age 15 (PISA),2015,512.3,oecd
NLD,Netherlands,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,65.7,oecd
NLD,Netherlands,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,32.5,oecd
NLD,Netherlands,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,3.7,oecd
NLD,Netherlands,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,16.0,oecd
NLD,Netherlands,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,0.4,oecd
NZL,New Zealand,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,96.2,oecd
NZL,New Zealand,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,20.5,oecd
NZL,New Zealand,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,6.7,oecd
NZL,New Zealand,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,52.3,oecd
NZL,New Zealand,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,93.8,oecd
NZL,New Zealand,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,91.4,oecd
NZL,New Zealand,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,76.9,oecd
NZL,New Zealand,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,88.8,oecd
NZL,New Zealand,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,72.0,oecd
NZL,New Zealand,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,45.2,oecd
NZL,New Zealand,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,73.7,oecd
NZL,New Zealand,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,22.3,oecd
NZL,New Zealand,CWB35A,Reading performance at age 15 (PISA),2015,509.3,oecd
NZL,New Zealand,CWB35B,Mathematics performance at age 15 (PISA),2015,495.2,oecd
NZL,New Zealand,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,68.6,oecd
NZL,New Zealand,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,16.0,oecd
NZL,New Zealand,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,0.0,oecd
NOR,Norway,CWB1A,Children (0-17) living with two parents (%),2015,78.4,oecd
NOR,Norway,CWB1B,Children (0-17) living with a single parent (%),2015,19.8,oecd
NOR,Norway,CWB1C,Children (0-17) living in 'other' types of household (%),2015,1.8,oecd
NOR,Norway,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,37820.5,oecd
NOR,Norway,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,97.6,oecd
NOR,Norway,CWB9,Children (0-17) in overcrowded households (%),2015,4.9,oecd
NOR,Norway,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,19.2,oecd
NOR,Norway,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,4.1,oecd
NOR,Norway,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,62.3,oecd
NOR,Norway,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,96.7,oecd
NOR,Norway,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,91.4,oecd
NOR,Norway,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,76.3,oecd
NOR,Norway,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,83.4,oecd
NOR,Norway,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,60.9,oecd
NOR,Norway,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,24.1,oecd
NOR,Norway,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,75.7,oecd
NOR,Norway,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,12.1,oecd
NOR,Norway,CWB35A,Reading performance at age 15 (PISA),2015,513.2,oecd
NOR,Norway,CWB35B,Mathematics performance at age 15 (PISA),2015,501.7,oecd
NOR,Norway,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,91.0,oecd
NOR,Norway,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,10.0,oecd
POL,Poland,CWB1A,Children (0-17) living with two parents (%),2015,89.4,oecd
POL,Poland,CWB1B,Children (0-17) living with a single parent (%),2015,9.8,oecd
POL,Poland,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.8,oecd
POL,Poland,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,45.4,oecd
POL,Poland,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,8.8,oecd
POL,Poland,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,16546.2,oecd
POL,Poland,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,94.5,oecd
POL,Poland,CWB9,Children (0-17) in overcrowded households (%),2015,55.5,oecd
POL,Poland,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,23.5,oecd
POL,Poland,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,3.5,oecd
POL,Poland,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,63.8,oecd
POL,Poland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,80.4,oecd
POL,Poland,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,87.2,oecd
POL,Poland,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,87.7,oecd
POL,Poland,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,64.9,oecd
POL,Poland,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,45.1,oecd
POL,Poland,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,48.0,oecd
POL,Poland,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,62.4,oecd
POL,Poland,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,21.5,oecd
POL,Poland,CWB35A,Reading performance at age 15 (PISA),2015,505.7,oecd
POL,Poland,CWB35B,Mathematics performance at age 15 (PISA),2015,504.5,oecd
POL,Poland,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,61.0,oecd
POL,Poland,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,32.4,oecd
POL,Poland,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,12.6,oecd
POL,Poland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,52.0,oecd
POL,Poland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,2.0,oecd
PRT,Portugal,CWB1A,Children (0-17) living with two parents (%),2015,76.7,oecd
PRT,Portugal,CWB1B,Children (0-17) living with a single parent (%),2015,21.3,oecd
PRT,Portugal,CWB1C,Children (0-17) living in 'other' types of household (%),2015,2.1,oecd
PRT,Portugal,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,66.1,oecd
PRT,Portugal,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,6.3,oecd
PRT,Portugal,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,16128.4,oecd
PRT,Portugal,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,97.5,oecd
PRT,Portugal,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,90.2,oecd
PRT,Portugal,CWB9,Children (0-17) in overcrowded households (%),2015,16.3,oecd
PRT,Portugal,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,10.4,oecd
PRT,Portugal,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,9.5,oecd
PRT,Portugal,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,44.8,oecd
PRT,Portugal,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,88.7,oecd
PRT,Portugal,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,95.4,oecd
PRT,Portugal,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,77.0,oecd
PRT,Portugal,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,95.7,oecd
PRT,Portugal,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,69.0,oecd
PRT,Portugal,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,39.9,oecd
PRT,Portugal,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,82.3,oecd
PRT,Portugal,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,12.9,oecd
PRT,Portugal,CWB35A,Reading performance at age 15 (PISA),2015,498.1,oecd
PRT,Portugal,CWB35B,Mathematics performance at age 15 (PISA),2015,491.6,oecd
PRT,Portugal,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,56.6,oecd
PRT,Portugal,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,31.0,oecd
PRT,Portugal,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,8.9,oecd
PRT,Portugal,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,30.1,oecd
PRT,Portugal,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,21.3,oecd
SVK,Slovak Republic,CWB1A,Children (0-17) living with two parents (%),2015,87.2,oecd
SVK,Slovak Republic,CWB1B,Children (0-17) living with a single parent (%),2015,12.4,oecd
SVK,Slovak Republic,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.4,oecd
SVK,Slovak Republic,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,39.1,oecd
SVK,Slovak Republic,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,9.3,oecd
SVK,Slovak Republic,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,13702.7,oecd
