id,enroll_hmsc,school_type,hmsc_grade_year,hmsc_who_teaches,hmsc_tutor,hmsc_coop,days_hmsc,hrs_hmsc,teach_style,Library,Homeschool Catalog,Educational Publisher,Homeschooling Organization,Church,Public School,Private School,Bookstore,Websites,Other Source,Virtual School/Curriculum,hmsc_course,internet_hmsc,Local Public School,State,Charter School,Another Public School,Private School,College,Someplace Else,hw_help,time_mgmt,meal_together,child_health,year_born,age,country_born,sex,ttl_income,race,region,parent_educ,family_type
20161040353,Homeschooled,Homeschooled,3rd,1,2,2,5,15,Strictly use formal curriculum,1,1,2,2,2,2,2,2,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,0,5,1,2006,9,1,Female,10,White,South,3,Two parents and sibling(s)
20161040358,Homeschooled,Homeschooled,5th,1,2,1,5,28,Mostly use informal learning,1,2,2,2,2,2,2,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,3,1,2005,10,1,Male,10,White,South,5,Two parents and sibling(s)
20161040886,Homeschooled,Homeschooled,7th,1,2,2,5,30,Mostly use formal curriculum,1,1,2,1,2,1,2,1,1,2,2,Online,1,2,2,1,2,2,2,2,,1,6,3,2003,12,1,Female,2,White,South,4,Two parents and sibling(s)
20161040935,Homeschooled,Homeschooled,2nd,1,1,2,5,12,Strictly use formal curriculum,1,1,2,2,1,2,1,2,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,0,7,2,2007,8,1,Male,7,Hispanic,West,3,Two parents and sibling(s)
20161041416,Homeschooled,Homeschooled,5th,2,1,2,5,25,Strictly use formal curriculum,1,2,2,1,2,1,2,1,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,3,2005,10,1,Female,10,White,West,3,Two parents and sibling(s)
20161041575,Homeschooled,Homeschooled,7th,1,2,2,5,10,Mostly use formal curriculum,2,2,2,2,2,1,2,2,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,0,5,1,2010,5,2,Female,3,Hispanic,South,1,One parent and sibling(s)
20161041971,Homeschooled,Homeschooled,12th,1,2,2,1,8,Strictly use formal curriculum,2,2,2,2,2,2,2,2,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,1,2,1998,17,1,Male,6,Hispanic,West,1,Two parents and sibling(s)
20161042014,Homeschooled,Homeschooled,10th,1,1,1,5,20,Strictly use formal curriculum,1,2,2,2,2,1,2,2,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,2,1999,16,1,Female,4,Hispanic,West,2,Other
20161042189,Homeschooled,Homeschooled,5th,2,2,2,5,3,Strictly use formal curriculum,1,2,1,2,2,1,2,1,1,1,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,6,3,2004,11,1,Female,3,Hispanic,South,2,Two parents and sibling(s)
20161042205,Homeschooled,Homeschooled,11th,1,2,2,3,15,Always use informal learning,1,2,1,2,2,1,2,1,1,2,2,Online & In-Person,1,2,2,2,2,2,2,1,,1,3,2,1999,16,1,Female,4,Black,West,3,Two parents and sibling(s)
20161043448,Homeschooled,Homeschooled,7th,1,2,2,6,20,Mostly use formal curriculum,1,2,1,1,1,2,1,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,3,1,2003,12,1,Male,4,Black,Northeast,4,One parent and sibling(s)
20161043759,Homeschooled,Homeschooled,7th,1,1,1,5,27,Mostly use formal curriculum,1,1,2,1,1,2,2,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,5,1,2003,12,1,Female,8,White,West,4,Two parents and sibling(s)
20161044097,Homeschooled,Homeschooled,3rd,5,2,2,5,20,Mostly use formal curriculum,2,2,1,2,2,2,2,1,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,2,2005,10,1,Male,8,Other/Mixed,South,3,One parent and sibling(s)
20161044743,Homeschooled,Homeschooled,9th,2,2,2,5,15,Mostly use formal curriculum,1,2,2,1,2,1,2,2,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,4,3,2000,15,1,Female,6,Hispanic,South,1,Two parents and sibling(s)
20161044840,Homeschooled,Homeschooled,11th,1,1,1,5,30,Mostly use formal curriculum,1,1,2,1,1,2,2,1,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,5,2,1998,17,1,Female,8,White,Midwest,5,Two parents and sibling(s)
20161045512,Homeschooled,Homeschooled,1st,2,2,2,5,40,Mostly use formal curriculum,2,2,2,2,2,1,2,2,2,2,2,In-Person,1,2,2,2,2,1,2,2,,0,7,1,2009,6,1,Female,2,Hispanic,South,2,Two parents and sibling(s)
20161046710,Homeschooled,Homeschooled,11th,5,2,1,4,25,Strictly use formal curriculum,2,2,2,1,2,1,2,2,1,2,2,No Course,1,1,2,2,2,2,2,1,,1,3,2,1999,16,1,Female,3,White,Midwest,3,Two parents and sibling(s)
20161046959,Homeschooled,Homeschooled,11th,1,2,2,5,7,Strictly use formal curriculum,2,1,1,2,1,2,2,2,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,1,1999,16,1,Male,8,White,South,4,Two parents and sibling(s)
20161047029,Homeschooled,Homeschooled,12th,1,2,1,5,6,Mostly use formal curriculum,2,1,1,1,2,2,2,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,6,2,1997,18,1,Female,9,White,South,4,Two parents and sibling(s)
20161048242,Homeschooled,Homeschooled,9th,6,2,2,5,6,Always use informal learning,2,2,1,2,2,1,2,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,4,4,2000,15,1,Male,8,White,Northeast,3,Two parents and sibling(s)
20161048404,Homeschooled,Homeschooled,11th,6,1,1,3,20,Mostly use formal curriculum,2,1,1,1,2,2,2,1,2,2,2,In-Person,2,-1,-1,-1,-1,-1,-1,-1,,1,7,2,1998,17,3,Female,7,White,South,4,"One parent, no sibling"
20161048686,Homeschooled,Homeschooled,12th,1,2,2,5,5,Mostly use formal curriculum,1,1,2,2,2,2,2,2,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,4,1,1998,17,1,Female,3,Hispanic,South,3,Two parents and sibling(s)
20161049404,Homeschooled,Homeschooled,10th,2,2,2,1,8,Strictly use formal curriculum,1,2,2,2,2,1,2,2,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,3,1,2000,15,3,Female,1,Hispanic,South,1,One parent and sibling(s)
20161049652,Homeschooled,Homeschooled,6th,2,2,2,5,40,Mostly use formal curriculum,2,1,1,2,2,2,2,1,1,2,1,No Course,1,2,2,2,2,2,2,1,,1,7,2,2003,12,1,Male,6,Other/Mixed,Northeast,5,Two parents and sibling(s)
20161049719,Homeschooled,Homeschooled,2nd,1,1,2,5,30,Mostly use formal curriculum,2,2,2,2,2,1,2,1,1,2,2,No Course,1,2,2,2,1,2,2,2,,0,7,1,2007,8,1,Female,9,White,South,3,Two parents and sibling(s)
20161050573,Homeschooled,Homeschooled,6th,1,2,2,5,30,Strictly use formal curriculum,2,1,1,2,1,2,2,1,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,1,2003,12,1,Female,5,White,Midwest,4,Two parents and sibling(s)
20161051368,Homeschooled,Homeschooled,11th,1,2,2,3,18,Strictly use formal curriculum,1,2,2,2,2,1,2,1,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,1,1999,16,1,Female,2,Hispanic,West,1,Two parents and sibling(s)
20161051457,Homeschooled,Homeschooled,7th,1,2,2,5,42,Mostly use formal curriculum,1,1,1,1,1,2,2,1,1,1,2,Online & In-Person,2,-1,-1,-1,-1,-1,-1,-1,,0,7,1,2001,14,1,Female,7,Hispanic,South,4,Two parents and sibling(s)
20161051609,Homeschooled,Homeschooled,4th,1,1,2,7,40,Mostly use formal curriculum,1,1,1,1,2,2,2,1,1,2,2,Online,2,-1,-1,-1,-1,-1,-1,-1,,1,5,1,2006,9,1,Male,9,Hispanic,Midwest,4,Two parents and sibling(s)
20161051899,Homeschooled,Homeschooled,8th,1,2,2,6,40,Mostly use formal curriculum,1,1,1,1,1,2,2,1,1,2,2,In-Person,2,-1,-1,-1,-1,-1,-1,-1,,0,7,1,2012,3,1,Female,7,White,Midwest,5,Two parents and sibling(s)
20161052102,Homeschooled,Homeschooled,8th,7,2,2,5,4,Strictly use formal curriculum,1,2,2,2,2,2,2,1,1,2,1,In-Person,1,2,2,2,1,2,2,2,,0,6,1,2002,13,1,Female,7,White,South,3,One parent and sibling(s)
20161052182,Homeschooled,Homeschooled,7th,1,2,2,5,25,Strictly use formal curriculum,2,1,2,1,2,2,2,2,2,2,1,No Course,1,2,1,2,2,1,2,1,,1,5,1,2002,13,1,Female,5,White,South,2,Two parents and sibling(s)
20161052265,Homeschooled,Homeschooled,7th,1,1,2,5,30,Mostly use formal curriculum,1,2,2,2,1,1,2,2,2,2,1,Online,1,2,2,1,2,2,2,2,,1,7,1,2003,12,1,Female,7,White,West,3,Two parents and sibling(s)
20161053017,Homeschooled,Homeschooled,9th,1,1,2,5,35,Strictly use formal curriculum,1,1,1,2,1,1,1,2,1,1,2,No Course,1,1,2,2,2,2,2,2,,1,3,1,2001,14,1,Male,5,White,South,2,"Two parents, no sibling"
20161053174,Homeschooled,Homeschooled,12th,1,2,1,4,20,Mostly use formal curriculum,2,2,1,2,2,2,2,2,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,0,2,1,1998,17,1,Female,1,Hispanic,West,2,One parent and sibling(s)
20161053595,Homeschooled,Homeschooled,5th,1,2,1,5,20,Mostly use formal curriculum,1,1,1,1,2,2,2,1,1,2,2,Online & In-Person,2,-1,-1,-1,-1,-1,-1,-1,,1,7,1,2004,11,1,Male,9,White,South,4,Two parents and sibling(s)
20161054035,Homeschooled,Homeschooled,10th,1,2,1,5,30,Mostly use formal curriculum,1,1,1,2,2,2,2,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,3,2,2000,15,1,Male,7,White,South,4,Two parents and sibling(s)
20161054916,Homeschooled,Homeschooled,7th,1,2,2,3,5,Mostly use informal learning,1,2,1,2,1,2,1,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,2,1,2003,12,3,Male,10,Asian,South,4,Two parents and sibling(s)
20161055848,Homeschooled,Homeschooled,10th,5,1,1,5,25,Mostly use formal curriculum,2,1,1,2,1,2,2,1,1,2,2,Online & In-Person,1,2,2,2,2,2,2,1,,1,7,2,2000,15,3,Male,9,Hispanic,South,5,Two parents and sibling(s)
20161056386,Homeschooled,Homeschooled,11th,1,2,2,5,30,Strictly use formal curriculum,1,2,2,2,2,1,2,2,2,2,2,No Course,1,1,2,2,2,2,2,2,,1,7,1,1998,17,1,Male,2,Hispanic,South,1,Other
20161057001,Homeschooled,Homeschooled,12th,7,2,2,5,30,Strictly use formal curriculum,1,2,2,1,2,2,2,1,1,2,2,Online,1,2,2,2,2,2,2,1,,0,2,4,1998,17,1,Female,8,White,Midwest,4,Two parents and sibling(s)
20161057791,Homeschooled,Homeschooled,6th,1,2,1,7,45,Mostly use formal curriculum,1,1,1,1,2,2,2,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,1,2004,11,1,Female,8,Other/Mixed,South,5,Two parents and sibling(s)
20161058363,Homeschooled,Homeschooled,12th,1,2,2,5,38,Mostly use formal curriculum,1,2,2,2,2,2,2,1,2,2,1,No Course,1,2,2,2,2,2,2,1,,1,6,1,1999,16,1,Female,7,White,South,4,"Two parents, no sibling"
20161058669,Homeschooled,Homeschooled,Kindergarten,1,2,2,4,16,Strictly use formal curriculum,1,1,2,1,1,2,2,1,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,0,6,1,2010,5,1,Female,6,White,South,4,Two parents and sibling(s)
20161058726,Homeschooled,Homeschooled,12th,1,2,2,5,20,Mostly use formal curriculum,1,2,1,2,2,2,2,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,0,7,1,1997,18,1,Female,9,White,South,5,Two parents and sibling(s)
20161059191,Homeschooled,Homeschooled,7th,1,2,2,5,25,Mostly use formal curriculum,2,1,1,1,2,2,2,1,1,2,2,No Course,1,2,2,2,2,2,2,1,,0,7,3,2003,12,1,Female,10,White,West,5,Two parents and sibling(s)
20161059382,Homeschooled,Homeschooled,9th,2,2,2,4,5,Strictly use formal curriculum,2,2,2,1,1,2,2,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,3,3,2001,14,1,Female,5,Hispanic,West,1,Two parents and sibling(s)
20161060262,Homeschooled,Homeschooled,3rd,1,1,2,5,30,Mostly use formal curriculum,1,1,1,1,1,1,2,1,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,5,1,2006,9,1,Male,8,White,Midwest,4,Two parents and sibling(s)
20161060746,Homeschooled,Homeschooled,11th,7,1,2,5,25,Strictly use formal curriculum,2,2,1,1,2,1,2,2,1,2,2,No Course,1,2,1,2,2,2,2,2,,1,4,3,1999,16,1,Female,9,White,Northeast,4,"Two parents, no sibling"
20161060750,Homeschooled,Homeschooled,11th,2,1,2,5,30,Strictly use formal curriculum,1,2,2,2,2,2,1,1,2,2,1,No Course,1,2,2,2,2,1,2,2,,1,1,1,1998,17,1,Male,8,White,South,3,"Two parents, no sibling"
20161060869,Homeschooled,Homeschooled,Kindergarten,1,2,1,5,10,Mostly use formal curriculum,1,1,1,1,1,2,2,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,6,1,2010,5,1,Male,5,White,Midwest,4,Two parents and sibling(s)
20161061503,Homeschooled,Homeschooled,10th,1,2,2,7,8,Mostly use formal curriculum,1,2,2,2,2,2,2,2,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,3,4,2000,15,3,Female,4,Hispanic,West,2,"Two parents, no sibling"
20161062661,Homeschooled,Homeschooled,Kindergarten,1,1,2,5,25,Mostly use formal curriculum,2,2,1,2,2,2,2,2,2,2,2,No Course,1,2,2,2,1,2,2,2,,1,7,1,2009,6,1,Female,6,White,Midwest,3,Two parents and sibling(s)
20161063108,Homeschooled,Homeschooled,4th,1,2,2,5,25,Mostly use formal curriculum,1,1,2,2,2,2,2,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,1,2006,9,1,Female,6,White,Midwest,3,Two parents and sibling(s)
20161063536,Homeschooled,Homeschooled,6th,2,2,2,5,6,Strictly use formal curriculum,1,2,2,2,2,2,2,2,1,2,2,No Course,1,2,2,1,2,2,2,2,,1,4,1,2004,11,1,Male,7,White,West,5,"Two parents, no sibling"
20161063588,Homeschooled,Homeschooled,11th,1,2,2,3,10,Strictly use formal curriculum,1,2,1,2,2,2,2,2,1,2,2,No Course,1,2,2,2,2,2,2,1,,0,7,2,1998,17,1,Male,1,White,South,3,"Two parents, no sibling"
20161063772,Homeschooled,Homeschooled,3rd,1,2,1,5,30,Mostly use formal curriculum,1,2,2,1,2,2,2,1,1,1,2,Online & In-Person,2,-1,-1,-1,-1,-1,-1,-1,,0,7,1,2006,9,1,Female,9,White,Midwest,5,Two parents and sibling(s)
20161063986,Homeschooled,Homeschooled,3rd,1,1,2,5,30,Strictly use formal curriculum,1,1,1,2,2,1,2,2,1,2,2,Online,2,-1,-1,-1,-1,-1,-1,-1,,1,7,1,2007,8,1,Female,10,White,South,5,Two parents and sibling(s)
20161064641,Homeschooled,Homeschooled,9th,3,1,2,6,50,Mostly use informal learning,1,1,1,2,1,2,1,1,1,2,2,Online & In-Person,1,2,2,2,2,1,2,2,,1,7,1,2001,14,1,Female,8,Other/Mixed,South,5,Other
20161065086,Homeschooled,Homeschooled,12th,2,2,2,7,30,Strictly use formal curriculum,1,1,1,1,2,2,2,1,1,1,2,No Course,1,2,2,2,2,1,2,2,,1,7,2,1997,18,3,Male,9,Other/Mixed,West,5,Two parents and sibling(s)
20161065874,Homeschooled,Homeschooled,Kindergarten,1,1,2,5,20,Mostly use formal curriculum,1,1,2,1,2,2,2,1,2,2,2,In-Person,2,-1,-1,-1,-1,-1,-1,-1,,0,7,1,2009,6,1,Female,8,White,Midwest,5,Two parents and sibling(s)
20161066210,Homeschooled,Homeschooled,3rd,1,2,1,5,15,Mostly use informal learning,1,2,2,1,2,2,2,2,1,2,2,Online,2,-1,-1,-1,-1,-1,-1,-1,,1,7,1,2007,8,1,Female,5,White,Northeast,5,"Two parents, no sibling"
20161066238,Homeschooled,Homeschooled,5th,1,2,1,5,25,Strictly use formal curriculum,2,2,2,1,2,2,2,2,2,2,2,No Course,1,2,2,1,2,2,2,2,,1,7,1,2005,10,1,Female,2,White,Northeast,3,"Two parents, no sibling"
20161066427,Homeschooled,Homeschooled,5th,1,1,2,5,30,Strictly use formal curriculum,1,1,1,1,2,2,2,1,1,2,2,Online,1,2,1,1,2,2,2,2,,1,5,1,2004,11,1,Female,5,White,South,2,"Two parents, no sibling"
20161066809,Homeschooled,Homeschooled,6th,1,1,1,5,22,Mostly use formal curriculum,1,2,2,2,2,1,2,2,1,2,2,Online & In-Person,1,2,2,1,2,1,1,2,,1,5,1,2004,11,1,Male,8,White,West,4,Two parents and sibling(s)
20161066884,Homeschooled,Homeschooled,12th,2,2,2,4,10,Mostly use formal curriculum,2,2,1,1,2,1,2,1,1,2,2,Online & In-Person,2,-1,-1,-1,-1,-1,-1,-1,,1,3,1,1998,17,3,Female,2,Hispanic,Northeast,5,"Two parents, no sibling"
20161066974,Homeschooled,Homeschooled,1st,2,2,2,4,20,Always use informal learning,2,2,2,2,2,1,2,1,2,1,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,2,2009,6,1,Male,2,Hispanic,West,1,Two parents and sibling(s)
20161067021,Homeschooled,Homeschooled,5th,1,2,2,5,40,Mostly use formal curriculum,1,1,1,1,1,2,2,1,1,2,2,Online,2,-1,-1,-1,-1,-1,-1,-1,,1,4,2,2004,11,1,Female,5,White,Midwest,3,Two parents and sibling(s)
20161067462,Homeschooled,Homeschooled,11th,1,1,1,2,15,Strictly use formal curriculum,1,1,1,2,2,2,1,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,4,1,1999,16,1,Female,9,White,South,4,Two parents and sibling(s)
20161067580,Homeschooled,Homeschooled,9th,1,1,2,5,40,Strictly use formal curriculum,1,2,2,2,2,2,2,2,2,2,1,Online,1,2,1,2,1,2,2,2,,1,4,3,2000,15,1,Female,9,Other/Mixed,Midwest,5,Two parents and sibling(s)
20161067764,Homeschooled,Homeschooled,Kindergarten,1,1,2,5,20,Mostly use formal curriculum,1,1,1,1,2,2,1,1,1,2,2,No Course,1,2,2,2,2,1,2,2,,1,7,2,2009,6,1,Female,7,White,Midwest,4,Two parents and sibling(s)
20161068715,Homeschooled,Homeschooled,11th,1,2,2,4,28,Mostly use formal curriculum,1,1,1,1,1,1,2,1,1,2,2,No Course,1,2,2,2,2,2,1,2,,0,7,1,1999,16,1,Female,7,White,West,4,Two parents and sibling(s)
20161069286,Homeschooled,Homeschooled,12th,5,2,2,4,20,Always use informal learning,2,2,1,2,2,2,2,2,1,2,2,Online,2,-1,-1,-1,-1,-1,-1,-1,,1,4,2,1997,18,1,Female,1,White,South,1,Other
20161069474,Homeschooled,Homeschooled,11th,1,1,2,5,15,Strictly use formal curriculum,2,2,2,2,2,2,2,2,2,2,1,No Course,1,2,2,2,2,2,2,1,,0,6,2,1999,16,1,Male,9,White,West,5,Two parents and sibling(s)
20161069491,Homeschooled,Homeschooled,10th,1,1,1,5,40,Mostly use formal curriculum,1,1,1,1,1,2,2,1,1,2,2,No Course,1,2,2,2,2,2,2,1,,1,6,1,2000,15,1,Male,8,Black,South,5,Two parents and sibling(s)
20161069846,Homeschooled,Homeschooled,11th,1,2,2,5,30,Mostly use formal curriculum,1,1,2,2,2,2,2,1,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,1,1,1999,16,1,Female,7,Hispanic,South,4,Two parents and sibling(s)
20161069925,Homeschooled,Homeschooled,5th,1,2,2,2,10,Strictly use formal curriculum,1,2,1,2,2,1,1,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,5,2,2005,10,1,Male,7,White,South,5,"Two parents, no sibling"
20161070863,Homeschooled,Homeschooled,12th,1,2,1,5,30,Mostly use formal curriculum,2,1,2,2,2,2,2,2,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,1,1998,17,1,Male,5,White,South,3,Two parents and sibling(s)
20161071329,Homeschooled,Homeschooled,8th,3,2,1,5,35,Strictly use formal curriculum,1,1,2,1,2,2,2,2,2,2,2,No Course,1,2,1,2,2,2,2,2,,0,7,2,2002,13,1,Female,3,White,South,2,Other
20161072561,Homeschooled,Homeschooled,4th,1,2,2,5,20,Mostly use formal curriculum,1,2,2,2,2,2,2,1,1,2,2,Online,2,-1,-1,-1,-1,-1,-1,-1,,0,7,1,2006,9,1,Male,4,White,West,3,"Two parents, no sibling"
20161072572,Homeschooled,Homeschooled,6th,6,1,2,4,12,Mostly use formal curriculum,1,2,1,2,2,1,2,2,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,5,3,2003,12,1,Male,7,White,Midwest,5,Two parents and sibling(s)
20161072768,Homeschooled,Homeschooled,6th,1,2,2,3,6,Mostly use formal curriculum,2,2,1,1,2,1,2,2,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,6,1,2004,11,1,Male,5,White,South,2,Two parents and sibling(s)
20161072790,Homeschooled,Homeschooled,2nd,1,2,2,3,3,Mostly use informal learning,1,2,1,2,2,2,2,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,1,2009,6,1,Female,1,White,South,3,"One parent, no sibling"
20161073198,Homeschooled,Homeschooled,1st,1,2,2,5,17,Mostly use formal curriculum,1,1,1,1,2,2,2,1,1,2,1,No Course,1,2,2,1,2,2,2,2,,1,7,1,2008,7,1,Male,8,Hispanic,West,5,Two parents and sibling(s)
20161074453,Homeschooled,Homeschooled,Kindergarten,2,2,2,3,3,Always use informal learning,2,2,2,2,2,2,2,2,2,1,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,2,2012,3,1,Female,3,Black,Midwest,4,"One parent, no sibling"
20161074718,Homeschooled,Homeschooled,11th,1,2,2,4,16,Mostly use formal curriculum,2,1,1,1,1,2,2,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,0,5,1,1998,17,1,Female,3,White,South,3,Two parents and sibling(s)
20161075557,Homeschooled,Homeschooled,12th,2,2,2,2,6,Strictly use formal curriculum,1,2,1,2,2,1,2,1,1,2,2,No Course,1,2,2,2,1,2,2,2,,1,7,2,1997,18,1,Male,9,White,South,5,Two parents and sibling(s)
20161075559,Homeschooled,Homeschooled,10th,1,2,1,5,40,Strictly use formal curriculum,1,1,1,1,2,2,2,1,1,2,2,No Course,1,2,2,1,2,2,2,2,,1,5,1,1999,16,1,Female,8,Hispanic,West,3,Two parents and sibling(s)
20161075609,Homeschooled,Homeschooled,3rd,1,1,1,5,35,Strictly use formal curriculum,1,1,1,1,1,2,2,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,0,5,2,2007,8,1,Female,8,White,West,4,Two parents and sibling(s)
20161075643,Homeschooled,Homeschooled,9th,1,2,2,3,4,Mostly use informal learning,2,2,1,2,2,1,2,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,2,2000,15,3,Male,4,Hispanic,South,2,Two parents and sibling(s)
20161076180,Homeschooled,Homeschooled,10th,1,2,2,5,30,Mostly use formal curriculum,1,1,1,1,1,2,1,1,1,2,2,Online,1,2,2,2,2,2,2,1,,1,5,1,2000,15,1,Male,8,White,Midwest,5,Two parents and sibling(s)
20161076750,Homeschooled,Homeschooled,10th,1,2,2,5,10,Mostly use formal curriculum,1,2,2,2,2,2,2,1,1,2,2,No Course,1,2,2,2,1,2,2,2,,1,7,2,1999,16,1,Female,2,Hispanic,South,3,One parent and sibling(s)
20161076825,Homeschooled,Homeschooled,8th,1,2,2,5,5,Strictly use formal curriculum,2,1,1,2,2,2,2,1,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,2,2002,13,1,Male,9,Hispanic,South,3,Two parents and sibling(s)
20161077368,Homeschooled,Homeschooled,11th,1,2,2,4,20,Always use informal learning,2,2,2,1,2,2,2,2,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,0,7,1,1999,16,1,Female,1,White,Northeast,2,"Two parents, no sibling"
20161077806,Homeschooled,Homeschooled,10th,2,1,2,5,25,Mostly use formal curriculum,2,2,1,1,2,2,2,2,1,2,1,No Course,1,2,1,1,2,2,2,2,,1,4,1,2000,15,1,Female,6,White,Northeast,3,"One parent, no sibling"
20161077996,Homeschooled,Homeschooled,10th,1,2,2,5,25,Strictly use formal curriculum,1,1,1,1,1,2,1,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,5,4,1999,16,1,Male,7,White,South,3,"Two parents, no sibling"
20161078097,Homeschooled,Homeschooled,3rd,1,2,2,5,30,Mostly use formal curriculum,2,1,2,1,2,2,2,2,2,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,1,2006,9,1,Male,3,White,Midwest,2,Two parents and sibling(s)
20161078407,Homeschooled,Homeschooled,11th,1,2,1,7,40,Mostly use informal learning,1,1,1,2,2,1,1,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,2,1999,16,1,Female,9,White,West,4,"Two parents, no sibling"
20161079312,Homeschooled,Homeschooled,11th,1,2,2,5,25,Strictly use formal curriculum,2,2,2,2,2,1,2,2,2,2,2,No Course,1,2,2,2,1,2,2,2,,1,4,2,1999,16,1,Female,6,Other/Mixed,West,3,Two parents and sibling(s)
20161079407,Homeschooled,Homeschooled,5th,1,2,1,5,40,Mostly use formal curriculum,1,1,1,1,1,2,2,1,1,2,2,In-Person,2,-1,-1,-1,-1,-1,-1,-1,,1,6,1,2004,11,1,Female,7,White,Midwest,4,Two parents and sibling(s)
20161079496,Homeschooled,Homeschooled,4th,1,2,2,5,30,Strictly use formal curriculum,1,1,1,2,2,2,2,1,1,2,2,Online & In-Person,2,-1,-1,-1,-1,-1,-1,-1,,1,5,1,2006,9,1,Female,6,White,Midwest,5,Two parents and sibling(s)
20161079848,Homeschooled,Homeschooled,3rd,1,2,2,5,30,Mostly use formal curriculum,1,1,2,1,1,2,2,1,1,2,2,No Course,2,-1,-1,-1,-1,-1,-1,-1,,1,7,2,2007,8,1,Female,7,White,South,4,"Two parents, no sibling"
20161080405,Homeschooled,Homeschooled,10th,2,2,2,4,8,Mostly use formal curriculum,1,2,2,2,1,1,2,2,1,2,2,In-Person,2,-1,-1,-1,-1,-1,-1,-1,,1,5,2,1997,18,3,Male,8,Black,South,1,Two parents and sibling(s)
20161080504,Homeschooled,Homeschooled,10th,7,2,2,5,10,Strictly use formal curriculum,2,1,1,1,2,2,1,2,2,2,2,No Course,1,2,2,2,2,1,2,2,,1,4,1,2000,15,1,Female,10,White,West,5,Two parents and sibling(s)
20161080672,Homeschooled,Homeschooled,1st,1,2,2,5,20,Mostly use formal curriculum,1,1,1,2,2,2,2,1,1,2,2,No Course,1,2,2,2,2,2,2,1,,1,7,1,2008,7,1,Female,9,White,South,3,"Two parents, no sibling"
20161081052,Homeschooled,Homeschooled,10th,7,1,2,5,20,Strictly use formal curriculum,2,2,2,1,2,1,1,2,2,2,2,No Course,1,2,2,2,1,2,2,2,,0,5,4,1996,19,1,Female,9,White,Midwest,3,One parent and sibling(s)
