"BASMID","QTYPE","GRADE","SCPUBPRI","SSAMSC","SEENJOY","SEGRADES","SEADPLCXX","SEBEHAVX","SESCHWRK","SEGBEHAV","SEGWORK","SEREPEAT","SESUSOUT","SESUSPIN","SEEXPEL","SEFUTUREX","GRADEEQ","HSWHOX","HSTUTOR","HSCOOP","HSDAYS","HSHOURS","HSSTYL","HSCLIBRX","HSCHSPUBX","HSCEDPUBX","HSCORGX","HSCCHURX","HSCPUBLX","HSCPRIVX","HSCRELX","HSCNETX","HSCOTH","HSCVTLCR","HSCOURS","HSINTNET","HSINTPUB","HSINTST","HSINTCH","HSINTAPB","HSINTPRI","HSINTCOL","HSINTOH","FSSPORTX","FSVOL","FSMTNG","FSPTMTNG","FSATCNFN","FSFUNDRS","FSCOMMTE","FSCOUNSLR","FHHOME","FHWKHRS","FHCAMT","FHCHECKX","FHHELP","FORESPON","FODINNERX","HDHEALTH","CDOBYY","AGE2015","CPLCBRTH","CSEX","TTLHHINC","RACEETH2","CENREG","PARGRADEX","FAMILY16X"
20161060425,2,8,4,1,2,3,-1,0,2,3,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,1,1,2,2,3,5,2,2,2,2,2,2,2005,10,1,2,3,1,3,2,3
20161060444,2,13,4,1,2,1,2,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,2,2,2,4,5,2,1,1,2,5,2,2000,15,1,2,6,5,1,2,1
20161060474,2,9,4,1,2,1,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,2,1,3,5,1,4,1,2,4,1,2004,11,1,1,9,1,4,5,1
20161060485,2,11,4,1,1,1,-1,1,0,0,0,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,2,2,1,1,4,2,2,7,1,2001,14,1,2,6,3,2,3,2
20161060496,2,12,3,1,4,3,2,10,5,4,4,2,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,2,2,4,2,4,2,1,5,2,2002,13,1,2,5,2,2,3,2
20161060503,2,14,4,1,2,2,1,0,0,1,1,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,2,3,1,4,1,1,2,2,1999,16,1,2,6,2,2,2,1
20161060506,2,13,4,1,1,1,2,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,2,4,15,2,4,2,2,6,1,2000,15,1,2,9,4,4,5,4
20161060516,2,8,4,1,1,5,-1,0,0,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,2,3,4,1,3,5,1,7,2,2005,10,1,2,5,3,4,2,2
20161060524,2,4,4,1,1,5,-1,2,3,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,1,3,12,1,4,3,1,7,2,2009,6,2,1,2,3,1,3,4
20161060531,2,10,4,1,1,2,-1,0,2,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,1,3,4,1,4,2,1,5,1,2002,13,1,1,2,1,4,3,1
20161060543,2,4,2,1,1,1,-1,0,2,6,5,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,2,1,1,1,4,1,1,7,2,2009,6,1,2,5,3,4,2,5
20161060593,2,6,1,1,1,1,-1,0,0,1,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,2,4,3,1,4,4,2,7,1,2007,8,1,2,5,1,1,4,4
20161060619,2,15,4,1,4,2,2,0,1,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,4,2,2,1,2,3,3,1998,17,1,2,8,2,2,2,4
20161060668,2,6,4,1,1,2,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,2,4,3,1,3,2,2,2,1,2007,8,1,2,10,1,2,5,1
20161060671,2,15,4,1,2,2,2,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,2,2,4,12,1,4,1,1,5,1,1997,18,1,1,9,1,1,4,2
20161060677,2,15,1,1,1,1,1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,2,3,2,1,4,5,1,5,1,1998,17,1,2,9,1,1,4,1
20161060678,2,4,4,1,2,1,-1,0,0,3,3,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,2,4,5,2,4,1,1,7,1,2009,6,1,1,5,1,3,4,5
20161060681,2,11,4,1,2,4,-1,0,2,0,0,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,7,2,2000,15,1,1,2,1,3,2,5
20161060683,2,7,4,1,2,3,-1,0,2,1,0,2,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,1,4,5,2,4,4,1,3,2,2006,9,1,1,8,5,1,4,1
20161060689,2,11,4,1,4,2,-1,0,0,0,0,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,2,4,2,2,4,1,2001,14,1,1,7,3,2,2,2
20161060710,2,12,4,1,3,4,2,0,10,10,0,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,2,2,1,2,1,2,4,2,1,2,2,2000,15,1,1,5,1,3,3,4
20161060712,2,14,4,1,1,1,1,0,0,1,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,1,2,2,4,15,2,2,1,1,7,1,1999,16,1,2,9,1,1,5,1
20161060734,2,12,4,1,2,1,1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,2,2,3,5,1,3,1,1,7,1,2001,14,1,1,10,1,2,5,3
20161060746,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,7,1,2,5,25,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,3,1999,16,1,2,9,1,1,4,2
20161060750,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,1,2,5,30,1,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1998,17,1,1,8,1,2,3,2
20161060771,2,9,4,1,1,1,-1,1,0,5,3,2,2,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,4,24,2,3,4,1,6,2,2003,12,1,2,7,2,1,4,3
20161060816,2,11,4,2,2,3,-1,0,0,0,0,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,1,2,2,1,3,3,2,3,2,1,5,4,2002,13,3,2,8,5,2,3,3
20161060828,2,4,4,1,2,1,-1,0,0,0,4,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,2,2,2,4,8,1,3,2,1,3,1,2008,7,1,1,9,4,2,4,1
20161060832,2,13,4,1,1,1,1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,3,4,1,4,1,1,6,2,1999,16,1,1,10,1,2,5,2
20161060833,2,13,2,1,2,2,1,0,3,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,2,2,1,3,4,1,1,5,2,1,2,2000,15,1,2,5,1,1,5,1
20161060869,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,5,10,2,1,1,1,1,1,2,2,1,1,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,1,2010,5,1,1,5,1,3,4,1
20161060886,2,14,4,1,2,2,1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,3,10,1,4,1,2,1,2,1998,17,1,1,7,1,3,4,5
20161060887,2,2,2,1,1,5,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,2,4,2,1,4,4,1,5,1,2010,5,1,2,9,1,2,5,1
20161060888,2,12,4,1,2,2,2,0,0,0,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,2,2,4,10,2,4,2,1,6,2,2000,15,1,2,5,1,2,1,1
20161060892,2,14,4,1,2,1,1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,2,2,3,8,1,3,1,1,7,1,1999,16,1,2,7,1,1,4,1
20161060938,2,14,4,1,3,1,1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,2,2,2,5,2,3,1,1,3,1,1999,16,1,1,8,3,2,3,1
20161060949,2,11,4,1,1,1,-1,0,0,4,2,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,2,2,1,2,4,10,2,4,4,1,5,3,2002,13,1,2,5,3,1,1,1
20161060953,2,15,4,1,2,1,1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,4,10,1,2,1,2,3,1,1998,17,1,2,9,1,3,4,1
20161060955,2,14,4,1,2,1,1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,1,1,2,2,4,25,2,2,1,1,6,1,1999,16,1,2,7,1,1,4,3
20161060962,2,9,4,1,2,1,-1,0,0,1,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,1,1,2,1,1,1,1,3,1,2,7,2,2003,12,1,1,9,1,2,4,3
20161060964,2,15,4,1,1,1,1,0,0,2,2,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,2,1,4,15,1,1,5,1,7,2,1998,17,3,2,8,3,3,1,4
20161060973,2,14,4,1,2,3,2,0,1,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,4,10,2,3,2,1,6,2,1999,16,1,1,5,1,2,2,3
20161060979,2,7,4,1,2,2,-1,0,0,0,0,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,4,12,2,4,4,2,6,2,2006,9,1,1,8,3,1,3,5
20161060987,2,9,4,1,1,2,-1,2,2,0,1,2,1,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,2,2,1,1,2,1,4,2,1,0,2,2004,11,1,2,2,1,2,3,1
20161060993,2,8,4,1,3,2,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,4,2,1,4,3,2,6,1,2004,11,1,2,7,4,2,5,2
20161061019,2,8,4,1,2,2,-1,0,1,0,0,2,2,1,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,1,2,2,2,3,2,1,7,2,2005,10,1,2,5,3,2,3,2
20161061020,2,13,4,1,2,2,2,0,1,0,0,2,2,1,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,1,1,1,3,2,2,7,1,2000,15,1,1,4,1,2,3,4
20161061027,2,9,4,1,1,1,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,2,3,3,2,4,2,1,1,1,2004,11,1,1,5,1,3,4,2
20161061037,2,9,4,1,2,1,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,3,4,1,1,1,1,1,1,2005,10,1,1,10,1,4,5,1
20161061042,2,5,2,1,1,1,-1,2,0,2,4,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,2,3,5,1,4,3,2,2,2,2008,7,1,2,4,2,2,4,2
20161061054,2,15,4,1,2,2,2,0,0,0,0,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,1,1,2,1,5,-1,-1,-1,-1,1,1,1,1995,20,1,1,2,1,3,4,4
20161061059,2,11,4,1,2,2,-1,0,0,0,0,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,1,2,2,2,1,0,1,3,1,1,4,1,2002,13,1,1,4,1,4,2,5
20161061061,2,10,4,1,2,2,-1,0,0,0,0,2,1,1,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,4,9,1,3,2,1,6,2,2002,13,1,2,10,2,2,4,1
20161061089,2,11,4,1,1,2,-1,0,0,5,5,1,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,1,3,6,1,4,2,1,5,3,2000,15,1,1,4,3,4,3,1
20161061091,2,7,4,2,2,2,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,3,2,2,4,2,2,3,2,2005,10,1,1,3,3,4,2,3
20161061097,2,2,4,1,1,1,-1,0,0,2,3,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,2,1,2,2,4,6,1,4,4,2,7,2,2010,5,1,2,2,2,2,2,1
20161061117,2,4,4,1,2,5,-1,0,0,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,2,2,1,2,4,2,1,7,2,2008,7,1,1,3,5,4,3,4
20161061175,2,15,2,1,1,1,2,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,2,2,2,4,2,1,5,2,1,1,1998,17,1,2,3,1,3,4,3
20161061188,2,4,4,1,2,5,-1,6,0,0,0,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,1,1,2,1,3,0,2,4,3,1,5,1,2009,6,1,1,1,2,2,1,5
20161061198,2,13,1,1,1,1,1,0,0,2,2,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,2,2,3,6,1,4,5,1,7,1,2000,15,1,1,10,1,4,4,2
20161061200,2,11,1,1,2,2,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,1,1,4,5,2,4,1,1,2,1,2001,14,1,2,7,1,3,4,1
20161061212,2,15,4,1,2,3,2,0,0,0,0,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,2,2,1,1,1,2,4,1,2,7,2,1997,18,1,1,5,1,4,3,1
20161061232,2,2,4,1,1,5,-1,0,0,1,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,2,6,-1,-1,-1,-1,1,7,1,2010,5,1,1,10,4,4,5,1
20161061249,2,8,4,1,1,1,-1,0,0,0,1,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,2,3,4,1,4,2,1,4,1,2005,10,1,1,9,1,2,4,1
20161061300,2,4,4,1,2,5,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,2,2,2,4,1,2,4,2,2,7,1,2009,6,1,1,3,1,4,3,1
20161061310,2,5,4,1,2,3,-1,0,5,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,1,3,3,1,4,3,2,3,1,2008,7,1,1,7,1,2,3,1
20161061346,2,12,4,1,3,3,2,0,0,0,0,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,1,2,2,4,5,2,4,4,1,6,2,2001,14,1,1,5,1,2,5,1
20161061361,2,6,4,1,1,1,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,2,3,2,1,3,2,2,4,1,2007,8,1,2,4,2,2,2,3
20161061365,2,13,3,1,1,2,2,1,1,1,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,1,4,14,1,2,2,2,5,1,1997,18,3,1,8,1,4,4,3
20161061378,2,11,4,1,2,2,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,1,2,4,2,3,2,1,3,2,2002,13,1,2,8,1,2,3,4
20161061393,2,4,4,1,2,5,-1,0,2,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,2,2,2,4,2,1,4,4,2,3,2,2009,6,3,2,10,4,3,4,1
20161061399,2,12,4,1,2,2,2,1,2,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,2,2,1,2,2,1,2,1,1,4,2,2001,14,1,2,6,1,1,4,1
20161061405,2,2,3,1,1,5,-1,0,2,0,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,2,3,2,2,4,3,1,7,1,2009,6,1,1,10,3,4,5,2
20161061413,2,10,4,1,2,2,-1,0,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,2,2,2,3,6,2,4,2,2,4,1,2003,12,1,2,8,1,3,2,3
20161061430,2,9,4,1,3,2,-1,1,0,2,0,2,1,1,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,1,1,1,2,3,2,4,2,2,4,2,2004,11,1,1,5,1,2,3,4
20161061432,2,4,4,1,1,1,-1,0,0,8,8,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,1,2,3,2,1,4,3,2,5,2,2008,7,1,1,9,1,1,5,1
20161061437,2,5,4,1,1,1,-1,1,0,1,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,2,1,2,1,3,5,2,4,3,1,7,1,2008,7,1,1,3,1,1,3,3
20161061450,2,6,4,1,2,2,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,1,2,2,4,10,1,3,4,1,7,1,2007,8,1,2,9,4,4,4,1
20161061472,2,14,4,1,1,2,1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,2,2,3,10,1,2,5,1,7,1,1999,16,1,1,7,2,2,3,2
